tripduration,starttime,stoptime,start station id,end station id,bikeid,usertype,birth year,gender
247,2019-06-03 12:05:56.0190,2019-06-03 12:10:03.3750,388,446,30137,Subscriber,1971,1
179,2019-06-24 16:48:49.0370,2019-06-24 16:51:48.7240,3427,303,31369,Subscriber,1971,1
1551,2019-06-23 18:04:06.6590,2019-06-23 18:29:58.6210,247,311,31990,Subscriber,1981,2
414,2019-06-12 18:10:40.3120,2019-06-12 18:17:34.7410,402,368,33532,Subscriber,1985,1
250,2019-06-30 11:40:28.0630,2019-06-30 11:44:38.6170,3472,489,38439,Subscriber,1988,2
821,2019-06-02 16:58:28.6650,2019-06-02 17:12:10.6300,3711,265,30960,Customer,1969,0
389,2019-06-22 18:28:43.5360,2019-06-22 18:35:12.7710,3388,3420,34413,Subscriber,1975,1
1162,2019-06-25 10:17:45.8930,2019-06-25 10:37:08.6180,491,408,26623,Subscriber,1985,1
1534,2019-06-01 15:36:54.2570,2019-06-01 16:02:29.1020,499,380,19187,Subscriber,1989,2
594,2019-06-07 21:46:39.2930,2019-06-07 21:56:33.7960,453,3687,32313,Subscriber,1964,1
1623,2019-06-16 12:25:53.6450,2019-06-16 12:52:57.6120,539,379,33784,Subscriber,1968,1
887,2019-06-09 23:02:45.3610,2019-06-09 23:17:32.9410,3329,3402,34177,Customer,1987,1
802,2019-06-11 15:07:01.7290,2019-06-11 15:20:24.5050,3144,3400,33951,Subscriber,1967,2
787,2019-06-12 06:59:54.3820,2019-06-12 07:13:01.8890,3697,459,25939,Subscriber,1992,1
2236,2019-06-06 09:22:50.5140,2019-06-06 10:00:07.1630,150,3384,15212,Subscriber,1979,2
467,2019-06-12 10:19:56.3410,2019-06-12 10:27:44.3010,335,346,32488,Subscriber,1969,0
769,2019-06-04 20:03:46.2910,2019-06-04 20:16:35.7240,3348,398,27840,Customer,1983,1
1151,2019-06-23 17:01:30.5000,2019-06-23 17:20:42.4420,3175,3259,32589,Subscriber,1993,2
926,2019-06-06 10:18:05.9580,2019-06-06 10:33:32.8540,315,151,29907,Subscriber,1973,1
511,2019-06-11 21:20:58.4580,2019-06-11 21:29:29.6120,479,3259,34130,Subscriber,1998,1
1260,2019-06-11 17:27:21.8330,2019-06-11 17:48:22.0660,520,3295,15457,Subscriber,1988,2
1686,2019-06-20 14:19:50.8440,2019-06-20 14:47:56.9490,249,369,28007,Subscriber,1969,2
1612,2019-06-30 14:56:42.0800,2019-06-30 15:23:34.4000,3674,483,28609,Subscriber,1979,1
2820,2019-06-26 22:50:58.9800,2019-06-26 23:37:59.8720,392,387,16958,Customer,2002,1
181,2019-06-09 15:08:47.4040,2019-06-09 15:11:48.7480,3002,3002,34229,Subscriber,1972,1
383,2019-06-15 12:52:16.0250,2019-06-15 12:58:39.4290,304,351,28536,Subscriber,1964,1
953,2019-06-20 08:54:19.6390,2019-06-20 09:10:13.0800,358,341,31508,Subscriber,1985,1
730,2019-06-12 18:11:23.1480,2019-06-12 18:23:33.9200,440,3711,33799,Subscriber,1991,1
1319,2019-06-02 15:25:54.1670,2019-06-02 15:47:53.2770,426,405,17846,Customer,1969,0
1519,2019-06-27 19:46:53.8550,2019-06-27 20:12:13.7930,3760,3773,29310,Customer,1969,0
584,2019-06-05 14:27:14.8260,2019-06-05 14:36:59.1940,3158,469,16070,Customer,1969,0
1376,2019-06-30 14:24:17.4760,2019-06-30 14:47:13.6370,3168,479,30909,Subscriber,1965,1
532,2019-06-01 02:20:24.2490,2019-06-01 02:29:16.8850,3226,3288,32583,Subscriber,1985,2
838,2019-06-11 15:13:52.2310,2019-06-11 15:27:50.7470,482,461,18539,Subscriber,1992,1
187,2019-06-25 15:17:01.0580,2019-06-25 15:20:08.7590,546,3707,27688,Subscriber,1966,1
1827,2019-06-01 12:08:57.3550,2019-06-01 12:39:24.5880,3467,3259,34021,Customer,1969,0
182,2019-06-05 14:28:01.8890,2019-06-05 14:31:04.7080,504,487,34170,Subscriber,1974,1
288,2019-06-26 11:30:11.8840,2019-06-26 11:35:00.1910,403,483,21062,Subscriber,1999,1
316,2019-06-07 09:19:12.6960,2019-06-07 09:24:28.9080,3233,450,30067,Subscriber,1959,1
772,2019-06-21 00:07:55.2650,2019-06-21 00:20:47.3310,3593,3621,29911,Subscriber,1978,1
910,2019-06-28 17:05:45.3340,2019-06-28 17:20:55.4270,513,3233,38233,Subscriber,1955,2
1008,2019-06-06 12:49:02.8670,2019-06-06 13:05:51.6920,462,326,28121,Subscriber,1984,1
121,2019-06-05 18:32:58.8510,2019-06-05 18:35:00.4550,515,479,25435,Subscriber,1983,2
643,2019-06-10 20:56:53.6000,2019-06-10 21:07:36.7270,3258,483,15101,Subscriber,1993,1
2089,2019-06-13 20:24:39.5740,2019-06-13 20:59:29.2640,259,3161,29984,Subscriber,1988,1
174,2019-06-29 14:44:43.8250,2019-06-29 14:47:38.5270,284,405,20181,Subscriber,1969,1
305,2019-06-11 16:10:35.3240,2019-06-11 16:15:40.4850,446,458,28280,Subscriber,1986,1
391,2019-06-04 19:00:06.6770,2019-06-04 19:06:38.4600,3062,3059,26062,Subscriber,1985,2
2453,2019-06-14 08:15:57.8500,2019-06-14 08:56:51.8290,3100,3235,33171,Customer,1969,0
1379,2019-06-16 13:22:50.1400,2019-06-16 13:45:49.5750,528,3244,30831,Subscriber,1988,1
180,2019-06-29 08:39:21.8750,2019-06-29 08:42:22.7780,458,459,30785,Subscriber,1978,2
667,2019-06-08 16:12:19.6750,2019-06-08 16:23:27.4350,486,2003,32365,Subscriber,1976,1
486,2019-06-13 07:04:51.3610,2019-06-13 07:12:57.5640,3328,3540,34959,Subscriber,1965,1
388,2019-06-14 11:58:32.1740,2019-06-14 12:05:00.3270,116,358,31966,Subscriber,1991,1
324,2019-06-19 13:55:10.9580,2019-06-19 14:00:35.6540,522,281,33587,Subscriber,1985,1
432,2019-06-24 06:20:39.9110,2019-06-24 06:27:52.0880,3255,173,34159,Subscriber,1969,1
7079,2019-06-14 13:14:00.4110,2019-06-14 15:12:00.2470,421,2000,30262,Subscriber,1977,2
284,2019-06-26 17:54:23.6890,2019-06-26 17:59:07.8620,173,173,30600,Subscriber,1986,1
266,2019-06-29 07:40:59.5090,2019-06-29 07:45:25.8130,531,350,16035,Subscriber,1932,2
87,2019-06-19 18:07:19.0190,2019-06-19 18:08:46.5850,3002,363,17114,Subscriber,1969,2
208,2019-06-13 14:58:41.5060,2019-06-13 15:02:10.2790,331,295,30015,Subscriber,1999,1
613,2019-06-23 18:46:05.0160,2019-06-23 18:56:18.1930,3491,3367,18087,Subscriber,1978,1
503,2019-06-19 22:06:34.5600,2019-06-19 22:14:58.5430,195,307,27185,Subscriber,1993,1
218,2019-06-24 09:15:54.8110,2019-06-24 09:19:33.3620,432,3263,32540,Subscriber,1965,1
6117,2019-06-06 11:28:25.0700,2019-06-06 13:10:22.5920,3459,3152,32326,Customer,1969,0
343,2019-06-05 11:45:03.1400,2019-06-05 11:50:46.5460,3163,3137,17111,Subscriber,1961,1
180,2019-06-24 10:44:43.0750,2019-06-24 10:47:43.3560,470,482,33825,Subscriber,1986,1
2067,2019-06-15 11:58:32.1030,2019-06-15 12:32:59.6540,330,339,32221,Subscriber,1993,1
565,2019-06-10 19:39:20.1820,2019-06-10 19:48:45.9110,3641,477,29975,Subscriber,1988,1
663,2019-06-07 22:22:04.5410,2019-06-07 22:33:08.0220,3452,3106,35363,Subscriber,1983,2
399,2019-06-28 13:29:05.8670,2019-06-28 13:35:44.9220,305,516,35069,Subscriber,1982,2
2195,2019-06-02 19:13:57.1730,2019-06-02 19:50:32.3260,358,127,33204,Subscriber,1954,1
303,2019-06-01 03:56:05.4530,2019-06-01 04:01:09.3780,3382,3389,15634,Subscriber,1985,1
440,2019-06-29 15:44:32.8130,2019-06-29 15:51:52.8410,3737,504,34039,Subscriber,1983,1
1104,2019-06-09 13:48:53.3620,2019-06-09 14:07:18.1320,260,3701,25435,Customer,1969,0
571,2019-06-29 15:44:06.0040,2019-06-29 15:53:37.3670,265,2009,38921,Subscriber,1960,2
1977,2019-06-03 09:22:04.2970,2019-06-03 09:55:01.9960,3235,387,28155,Subscriber,1977,1
533,2019-06-04 13:32:17.6700,2019-06-04 13:41:10.8610,295,249,25663,Subscriber,1993,1
1770,2019-06-20 19:40:35.3070,2019-06-20 20:10:05.6410,3641,278,34238,Subscriber,1986,1
224,2019-06-02 08:48:05.1540,2019-06-02 08:51:50.0000,3283,3170,19733,Subscriber,1954,2
428,2019-06-19 20:09:44.9570,2019-06-19 20:16:53.0060,508,450,30122,Subscriber,1977,1
512,2019-06-13 16:06:57.3330,2019-06-13 16:15:30.3050,507,519,33603,Subscriber,1976,2
124,2019-06-12 09:09:17.0350,2019-06-12 09:11:21.6270,405,3686,28436,Subscriber,1982,1
636,2019-06-19 08:26:41.7120,2019-06-19 08:37:18.3090,334,448,28272,Subscriber,1982,1
336,2019-06-14 13:04:21.5800,2019-06-14 13:09:57.9090,426,347,25041,Subscriber,1990,1
1944,2019-06-09 16:17:54.1250,2019-06-09 16:50:18.3800,2006,3320,21551,Customer,1969,0
1132,2019-06-30 12:06:59.0440,2019-06-30 12:25:51.1220,362,368,39137,Subscriber,1993,1
122,2019-06-25 01:46:09.3810,2019-06-25 01:48:12.0240,3049,3637,38099,Subscriber,1965,1
2342,2019-06-02 00:04:11.9880,2019-06-02 00:43:14.9140,82,401,28885,Subscriber,1989,1
1720,2019-06-24 18:27:11.2420,2019-06-24 18:55:51.3780,418,3571,34240,Subscriber,1971,1
1322,2019-06-30 15:23:47.7200,2019-06-30 15:45:50.5860,499,3521,16896,Customer,1969,0
848,2019-06-02 15:53:52.4000,2019-06-02 16:08:01.2640,405,483,34943,Subscriber,1988,1
447,2019-06-26 20:01:41.8440,2019-06-26 20:09:08.9390,364,3549,25357,Subscriber,1982,1
282,2019-06-20 18:25:46.0110,2019-06-20 18:30:28.9620,486,540,38445,Subscriber,1993,0
392,2019-06-24 17:29:25.5480,2019-06-24 17:35:57.9550,3656,266,33971,Subscriber,1968,1
731,2019-06-20 18:45:09.3010,2019-06-20 18:57:20.3890,342,3263,26073,Subscriber,1972,1
181,2019-06-12 20:44:50.8300,2019-06-12 20:47:52.7250,328,3256,28538,Subscriber,1972,2
1567,2019-06-29 17:33:55.9420,2019-06-29 18:00:03.8320,314,282,38083,Customer,1969,0
641,2019-06-07 15:42:20.8310,2019-06-07 15:53:02.4630,487,410,27257,Subscriber,1987,2
678,2019-06-15 18:29:09.6350,2019-06-15 18:40:27.7510,3766,3068,31595,Subscriber,1990,1
872,2019-06-19 08:32:02.2340,2019-06-19 08:46:35.0900,3591,3555,31588,Subscriber,1992,1
1069,2019-06-17 19:47:09.8430,2019-06-17 20:04:59.7010,3425,3518,33971,Subscriber,1990,1
1029,2019-06-22 19:00:08.5740,2019-06-22 19:17:17.7770,478,492,17390,Subscriber,1989,1
1290,2019-06-23 14:05:44.8960,2019-06-23 14:27:15.2880,480,486,38367,Subscriber,1972,1
643,2019-06-14 16:24:36.9840,2019-06-14 16:35:20.7840,3544,3349,15842,Subscriber,1970,1
176,2019-06-11 09:27:19.3020,2019-06-11 09:30:15.5080,499,422,32868,Subscriber,1971,1
555,2019-06-08 15:17:20.3060,2019-06-08 15:26:36.1490,346,459,26803,Subscriber,1989,2
1108,2019-06-17 23:39:36.6970,2019-06-17 23:58:05.1750,259,342,21452,Subscriber,1999,1
707,2019-06-29 12:39:20.7770,2019-06-29 12:51:08.1300,212,285,18012,Subscriber,1981,2
2224,2019-06-08 15:58:30.2480,2019-06-08 16:35:34.8820,3282,3292,15901,Customer,1969,0
402,2019-06-27 20:37:54.6000,2019-06-27 20:44:37.5550,285,432,28650,Subscriber,1953,1
496,2019-06-06 21:25:43.1290,2019-06-06 21:33:59.6320,116,497,31621,Subscriber,1998,2
1410,2019-06-09 13:25:33.9800,2019-06-09 13:49:04.0050,459,3002,31631,Customer,1969,0
556,2019-06-05 15:57:11.0560,2019-06-05 16:06:27.6820,497,519,20032,Subscriber,1959,1
986,2019-06-03 09:18:43.0920,2019-06-03 09:35:09.9390,440,496,34335,Subscriber,1984,1
688,2019-06-16 21:45:45.6670,2019-06-16 21:57:13.6970,161,174,27574,Subscriber,1987,1
392,2019-06-11 21:16:25.1390,2019-06-11 21:22:57.6250,3296,3351,27452,Subscriber,1984,1
630,2019-06-24 10:43:49.1090,2019-06-24 10:54:19.8610,3411,321,34078,Subscriber,1973,1
1082,2019-06-30 14:29:27.5130,2019-06-30 14:47:30.3370,3081,3779,33794,Customer,1969,0
623,2019-06-08 21:52:54.2230,2019-06-08 22:03:17.8530,346,426,27752,Subscriber,1965,2
1563,2019-06-15 17:50:00.8720,2019-06-15 18:16:04.2060,3724,3521,19705,Customer,1991,2
468,2019-06-05 18:09:27.8610,2019-06-05 18:17:16.0490,495,484,25588,Subscriber,1970,1
306,2019-06-29 20:19:04.1060,2019-06-29 20:24:10.9320,3686,3709,32328,Subscriber,1967,1
1685,2019-06-18 08:38:56.8210,2019-06-18 09:07:01.8990,2021,326,28727,Subscriber,1988,1
200,2019-06-07 17:30:14.2780,2019-06-07 17:33:35.0810,423,469,20742,Subscriber,1970,2
826,2019-06-04 23:30:44.4500,2019-06-04 23:44:30.5640,3093,3074,32769,Customer,1969,0
280,2019-06-13 17:24:31.6530,2019-06-13 17:29:11.6560,485,485,31336,Subscriber,1990,1
508,2019-06-06 16:12:39.2120,2019-06-06 16:21:07.6280,3295,3164,25608,Subscriber,1965,1
1074,2019-06-05 16:52:32.7970,2019-06-05 17:10:27.3290,346,128,27586,Customer,1969,0
290,2019-06-12 18:41:25.1700,2019-06-12 18:46:15.7730,540,402,32485,Subscriber,1994,2
571,2019-06-06 20:09:47.1530,2019-06-06 20:19:18.5110,2009,304,24993,Subscriber,1995,1
1795,2019-06-22 19:33:48.8830,2019-06-22 20:03:43.9670,307,3255,38861,Subscriber,2000,1
218,2019-06-19 08:39:54.9850,2019-06-19 08:43:33.0960,500,520,34413,Subscriber,1987,1
301,2019-06-05 07:43:01.4550,2019-06-05 07:48:03.3100,545,491,17998,Subscriber,1992,1
1404,2019-06-05 18:39:04.5410,2019-06-05 19:02:29.2880,79,311,14888,Subscriber,1987,1
1342,2019-06-15 14:37:35.2050,2019-06-15 14:59:57.9650,229,2000,33783,Subscriber,1992,1
1725,2019-06-05 07:53:55.0810,2019-06-05 08:22:40.9820,480,3378,15228,Customer,1994,2
169,2019-06-18 09:02:56.2360,2019-06-18 09:05:45.9840,251,229,31079,Subscriber,1985,1
990,2019-06-05 09:14:07.3980,2019-06-05 09:30:38.3440,3467,490,30698,Subscriber,1982,1
1834,2019-06-16 14:06:16.1240,2019-06-16 14:36:50.6920,228,3374,28012,Subscriber,1983,2
3067,2019-06-18 16:59:13.6500,2019-06-18 17:50:21.6170,534,3170,33276,Subscriber,1967,2
759,2019-06-07 15:24:25.4740,2019-06-07 15:37:04.5630,3437,3309,25555,Subscriber,2000,0
1227,2019-06-30 19:08:15.5050,2019-06-30 19:28:43.1880,517,514,32764,Subscriber,1947,1
165,2019-06-05 14:12:14.6620,2019-06-05 14:15:00.2800,309,146,30300,Subscriber,1973,1
381,2019-06-08 13:59:14.5280,2019-06-08 14:05:35.8940,3236,493,27737,Subscriber,1987,1
2280,2019-06-16 16:00:32.1940,2019-06-16 16:38:32.4660,3777,3781,18457,Customer,1969,0
848,2019-06-09 13:23:56.0420,2019-06-09 13:38:04.8140,247,459,21188,Customer,1969,0
1745,2019-06-27 23:26:02.5960,2019-06-27 23:55:07.7180,3737,3430,27457,Customer,1969,0
387,2019-06-19 12:56:59.7350,2019-06-19 13:03:27.4410,3604,3571,19694,Subscriber,1988,2
429,2019-06-14 17:01:02.2340,2019-06-14 17:08:12.1580,258,3232,35369,Subscriber,1980,2
417,2019-06-15 13:30:40.8130,2019-06-15 13:37:38.2640,3620,3726,28235,Subscriber,1980,1
248,2019-06-08 07:47:41.4040,2019-06-08 07:51:49.4600,545,536,33324,Subscriber,1969,2
1634,2019-06-12 17:29:13.9480,2019-06-12 17:56:28.8260,495,304,34268,Subscriber,1978,1
1118,2019-06-05 07:43:19.6010,2019-06-05 08:01:57.7670,359,487,31923,Subscriber,1970,1
1149,2019-06-28 11:11:38.3070,2019-06-28 11:30:47.8940,466,167,30548,Subscriber,1958,1
355,2019-06-19 17:00:56.6350,2019-06-19 17:06:52.1710,116,523,18508,Subscriber,1984,1
739,2019-06-20 20:20:44.4570,2019-06-20 20:33:03.9850,380,491,38497,Subscriber,1978,1
883,2019-06-04 08:17:35.5940,2019-06-04 08:32:19.2580,491,377,33146,Subscriber,1988,1
1151,2019-06-03 19:09:18.5340,2019-06-03 19:28:30.3450,151,216,33316,Subscriber,1989,1
488,2019-06-04 15:40:54.9430,2019-06-04 15:49:03.5180,3259,486,31078,Subscriber,1983,1
390,2019-06-19 14:30:56.2740,2019-06-19 14:37:26.2970,523,450,24845,Subscriber,1990,1
840,2019-06-05 11:12:10.2010,2019-06-05 11:26:10.5030,455,3288,29019,Subscriber,1972,1
492,2019-06-10 06:25:58.1420,2019-06-10 06:34:10.8920,3456,3080,15439,Subscriber,1986,2
311,2019-06-03 21:16:34.3730,2019-06-03 21:21:45.9370,3146,3284,34163,Subscriber,1993,1
1323,2019-06-01 11:58:19.3060,2019-06-01 12:20:22.9480,3541,3341,15694,Customer,1969,0
1068,2019-06-17 20:37:45.6330,2019-06-17 20:55:34.5890,3329,3569,21292,Subscriber,1992,1
396,2019-06-28 14:42:35.4520,2019-06-28 14:49:11.7670,304,3002,26997,Subscriber,1985,1
2043,2019-06-07 15:36:06.4830,2019-06-07 16:10:10.0370,3173,2008,18520,Subscriber,1979,1
1011,2019-06-17 13:25:26.2340,2019-06-17 13:42:17.9310,414,282,29101,Customer,1988,1
376,2019-06-09 15:50:08.1380,2019-06-09 15:56:25.0000,127,223,19752,Subscriber,1963,1
1064,2019-06-01 22:53:00.8490,2019-06-01 23:10:44.8540,3164,334,26349,Subscriber,1978,1
1596,2019-06-01 14:13:47.8690,2019-06-01 14:40:24.3300,3137,3282,16333,Customer,1969,0
2058,2019-06-11 15:29:18.5770,2019-06-11 16:03:37.0770,3141,494,21360,Subscriber,1952,1
359,2019-06-15 18:23:08.4280,2019-06-15 18:29:07.9750,2012,476,20635,Subscriber,1969,1
659,2019-06-30 08:51:48.9290,2019-06-30 09:02:48.7350,72,3175,35220,Customer,1969,0
1318,2019-06-05 08:49:36.1890,2019-06-05 09:11:34.5330,3169,500,15657,Subscriber,1964,1
252,2019-06-14 17:18:42.6610,2019-06-14 17:22:55.0650,3288,3671,30644,Subscriber,1989,1
212,2019-06-11 16:12:08.8630,2019-06-11 16:15:41.0050,3527,3518,29865,Subscriber,1983,1
287,2019-06-27 06:51:56.8960,2019-06-27 06:56:44.1800,462,168,38617,Subscriber,1973,1
381,2019-06-20 17:26:54.9450,2019-06-20 17:33:16.4800,472,461,34090,Subscriber,1991,1
450,2019-06-17 18:06:34.8430,2019-06-17 18:14:05.1600,402,383,15726,Subscriber,1976,1
527,2019-06-29 13:12:38.6380,2019-06-29 13:21:26.2270,281,3137,34996,Customer,1982,2
539,2019-06-06 10:46:24.9730,2019-06-06 10:55:24.0770,3081,3766,31332,Subscriber,1977,2
284,2019-06-22 11:22:36.0410,2019-06-22 11:27:20.0450,3329,3762,33959,Subscriber,1986,1
1387,2019-06-10 21:10:29.4910,2019-06-10 21:33:36.8080,238,3236,19287,Customer,1990,2
1822,2019-06-26 13:30:45.7330,2019-06-26 14:01:08.0110,217,3232,15853,Customer,1969,0
760,2019-06-29 12:33:22.2120,2019-06-29 12:46:02.3840,514,478,17127,Subscriber,1970,1
1051,2019-06-03 08:59:53.2650,2019-06-03 09:17:24.9230,3123,3123,20340,Subscriber,1966,1
1421,2019-06-13 15:00:09.1720,2019-06-13 15:23:50.8030,485,3686,20094,Subscriber,1960,1
476,2019-06-02 18:53:17.6420,2019-06-02 19:01:13.8390,432,3427,25530,Customer,1992,2
1138,2019-06-04 21:28:23.8210,2019-06-04 21:47:22.3060,3707,251,18950,Customer,1996,2
452,2019-06-04 00:06:06.8560,2019-06-04 00:13:38.9410,478,529,34923,Subscriber,1983,1
196,2019-06-15 09:38:42.3330,2019-06-15 09:41:59.2450,3409,3413,33413,Subscriber,1993,1
854,2019-06-17 19:57:18.5220,2019-06-17 20:11:33.0630,529,212,17375,Subscriber,1980,1
289,2019-06-20 18:07:53.2470,2019-06-20 18:12:42.9090,3298,3377,35177,Subscriber,1985,2
527,2019-06-12 07:22:04.9280,2019-06-12 07:30:52.5500,314,418,32661,Subscriber,1961,1
2085,2019-06-01 11:33:52.4750,2019-06-01 12:08:38.1590,499,3165,25629,Customer,1996,2
214,2019-06-21 17:47:46.6190,2019-06-21 17:51:21.1030,3641,446,26808,Subscriber,1991,1
887,2019-06-24 18:33:29.7750,2019-06-24 18:48:16.7990,2009,363,17761,Subscriber,1980,2
755,2019-06-26 14:42:17.4990,2019-06-26 14:54:53.2800,540,116,25439,Subscriber,1971,2
2203,2019-06-22 10:45:03.3640,2019-06-22 11:21:46.6120,501,351,30783,Customer,1969,0
960,2019-06-07 21:38:34.7130,2019-06-07 21:54:35.0770,3604,3576,33816,Subscriber,1991,1
571,2019-06-28 09:41:48.0500,2019-06-28 09:51:19.6570,301,295,28471,Subscriber,1986,1
476,2019-06-26 10:10:00.1370,2019-06-26 10:17:57.0540,401,3467,32814,Subscriber,1987,1
552,2019-06-28 23:26:39.4680,2019-06-28 23:35:52.1460,3255,540,27539,Subscriber,1983,1
628,2019-06-20 07:29:35.3760,2019-06-20 07:40:03.7020,3707,518,27372,Customer,1994,2
635,2019-06-05 22:40:44.8120,2019-06-05 22:51:20.2340,2006,3375,27927,Subscriber,1969,2
232,2019-06-28 15:45:43.7620,2019-06-28 15:49:36.3010,281,499,16884,Subscriber,1972,1
907,2019-06-04 14:10:29.1290,2019-06-04 14:25:36.7870,3576,3429,21635,Customer,1996,2
1760,2019-06-18 09:18:01.3610,2019-06-18 09:47:21.4170,3178,493,32976,Subscriber,1986,1
1404,2019-06-27 17:38:46.6420,2019-06-27 18:02:10.8980,363,116,35359,Subscriber,1987,1
1123,2019-06-21 17:31:07.6750,2019-06-21 17:49:50.7900,3615,3101,33252,Subscriber,1981,1
960,2019-06-11 16:39:05.4990,2019-06-11 16:55:06.2150,448,358,31117,Subscriber,1973,2
1560,2019-06-27 18:55:23.1810,2019-06-27 19:21:23.7800,315,501,38473,Customer,1994,2
1167,2019-06-09 12:46:51.6190,2019-06-09 13:06:18.6980,3372,228,28275,Subscriber,1969,0
769,2019-06-15 10:41:05.0990,2019-06-15 10:53:55.0280,495,470,27586,Subscriber,1987,1
798,2019-06-27 19:45:50.1020,2019-06-27 19:59:08.5780,3783,351,38391,Subscriber,1975,1
477,2019-06-13 19:23:37.3090,2019-06-13 19:31:34.6400,217,242,25110,Subscriber,1971,2
721,2019-06-23 17:41:22.5380,2019-06-23 17:53:24.4510,504,519,29348,Subscriber,1995,1
480,2019-06-23 19:00:13.3180,2019-06-23 19:08:13.7490,3049,366,34054,Subscriber,1989,1
666,2019-06-16 11:28:50.3700,2019-06-16 11:39:56.4080,496,380,30648,Customer,1976,1
1559,2019-06-27 07:26:12.2280,2019-06-27 07:52:11.8500,3648,476,26939,Subscriber,1984,1
2791,2019-06-30 11:57:02.3890,2019-06-30 12:43:34.0820,499,3168,38356,Subscriber,1989,1
1744,2019-06-30 14:48:59.0400,2019-06-30 15:18:03.4410,3423,443,30651,Subscriber,1984,2
1447,2019-06-07 11:41:27.5110,2019-06-07 12:05:34.7310,3258,3173,18474,Customer,1985,1
796,2019-06-17 07:37:06.0670,2019-06-17 07:50:22.0840,472,445,34392,Subscriber,1967,1
291,2019-06-19 08:36:28.6950,2019-06-19 08:41:20.3980,316,415,21012,Subscriber,1984,1
574,2019-06-27 23:24:52.7290,2019-06-27 23:34:27.1090,237,3737,32852,Subscriber,1991,2
841,2019-06-02 11:44:41.6430,2019-06-02 11:58:42.8280,476,3155,35353,Subscriber,1995,1
1426,2019-06-30 21:15:33.1550,2019-06-30 21:39:19.7210,3112,418,35239,Subscriber,1980,1
680,2019-06-27 08:22:08.1660,2019-06-27 08:33:28.4760,536,403,32901,Subscriber,1976,1
1022,2019-06-19 14:19:57.4940,2019-06-19 14:37:00.0700,3221,3082,29471,Subscriber,1987,1
1271,2019-06-20 18:36:06.4910,2019-06-20 18:57:17.6070,426,478,27570,Subscriber,1991,2
5780,2019-06-07 13:05:26.6520,2019-06-07 14:41:47.6500,3041,3402,32653,Customer,1969,0
804,2019-06-30 10:23:32.8360,2019-06-30 10:36:57.3300,366,3580,27785,Customer,1983,1
727,2019-06-09 14:53:52.2560,2019-06-09 15:05:59.9420,3512,3526,30807,Subscriber,1994,1
1235,2019-06-09 06:57:18.3640,2019-06-09 07:17:53.7920,3425,3747,32652,Subscriber,1952,2
1756,2019-06-03 19:27:11.3350,2019-06-03 19:56:27.8070,539,3572,15415,Subscriber,1986,1
757,2019-06-03 17:45:48.1960,2019-06-03 17:58:25.2430,282,3714,19745,Customer,1996,1
1192,2019-06-07 17:03:21.2100,2019-06-07 17:23:13.9430,195,229,31892,Subscriber,1982,2
112,2019-06-22 12:01:39.7430,2019-06-22 12:03:31.7870,3143,3362,25792,Subscriber,1970,1
626,2019-06-12 14:58:51.0620,2019-06-12 15:09:17.7350,3069,3102,29712,Subscriber,1980,1
351,2019-06-28 20:21:16.5420,2019-06-28 20:27:08.4940,293,445,27941,Subscriber,1985,1
485,2019-06-28 14:40:17.3190,2019-06-28 14:48:23.1990,116,383,28843,Subscriber,1983,1
264,2019-06-30 18:39:48.1660,2019-06-30 18:44:13.0710,3437,3350,38084,Subscriber,1970,1
388,2019-06-15 11:57:19.4380,2019-06-15 12:03:48.1720,3254,3182,20912,Subscriber,1987,2
503,2019-06-24 07:08:44.0580,2019-06-24 07:17:08.0060,3495,3509,27909,Subscriber,1993,2
329,2019-06-30 15:47:20.9070,2019-06-30 15:52:50.5390,3783,3461,21429,Subscriber,1986,1
466,2019-06-14 18:38:43.0840,2019-06-14 18:46:29.5960,212,3255,28621,Subscriber,1971,1
435,2019-06-05 13:02:24.1010,2019-06-05 13:09:39.1290,3398,3303,17997,Subscriber,1945,1
1969,2019-06-30 20:27:51.8580,2019-06-30 21:00:41.6450,3263,3288,28787,Subscriber,1961,1
281,2019-06-11 15:59:06.6260,2019-06-11 16:03:48.3800,524,3233,18387,Subscriber,1993,1
260,2019-06-27 19:06:42.2660,2019-06-27 19:11:02.7800,312,150,30948,Subscriber,1990,1
646,2019-06-08 12:01:58.7980,2019-06-08 12:12:45.3750,3417,3315,30617,Subscriber,1962,1
746,2019-06-28 12:36:23.5760,2019-06-28 12:48:49.5760,3130,3610,18869,Customer,1993,1
1440,2019-06-19 17:49:50.3670,2019-06-19 18:13:50.6760,260,459,33837,Subscriber,1979,1
1074,2019-06-14 00:37:41.2680,2019-06-14 00:55:35.8840,3259,285,14709,Subscriber,1973,1
618,2019-06-12 11:37:26.6690,2019-06-12 11:47:45.4870,470,446,30663,Subscriber,1970,1
743,2019-06-29 18:21:05.2520,2019-06-29 18:33:29.2010,315,426,30418,Subscriber,1990,1
135,2019-06-20 17:38:29.2540,2019-06-20 17:40:44.6570,3057,3056,25495,Subscriber,1995,1
520,2019-06-10 17:52:07.8390,2019-06-10 18:00:47.9230,3119,3110,30068,Subscriber,1987,1
1121,2019-06-06 17:07:22.8300,2019-06-06 17:26:03.8650,3664,525,33621,Subscriber,1960,1
1800,2019-06-09 15:33:21.9060,2019-06-09 16:03:22.7900,3747,3630,35231,Customer,1969,0
263,2019-06-17 14:35:52.3790,2019-06-17 14:40:15.5270,3233,173,25092,Subscriber,1977,1
